Amount,Term,Income,Interest,PMT,FICO,Approval
354431,977,115302,3.23,1028.417159,755,1
424779,978,58505,9.38,3321.993633,845,0
400961,979,71410,5.42,1833.24923,595,0
299136,980,118857,9.46,2359.262092,651,0
146882,981,88885,7.94,973.3778639,779,1
278015,982,114881,9.47,2194.976754,672,0
153055,983,87801,8.02,1024.385711,591,0
237899,984,48957,6.15,1227.256197,737,1
364249,985,106430,8.6,2612.754065,611,0
228570,986,108011,6.31,1208.760754,660,0
143959,987,79563,4.46,549.1569202,701,1
256759,988,114714,4.57,1001.241969,640,0
396871,989,48250,6.39,2124.458902,675,0
470956,990,104423,9.18,3604.719999,754,1
473205,991,45257,4.88,1959.478879,827,0
463820,992,97452,9.31,3600.155844,813,1
335410,993,87804,5.05,1433.668136,612,0
246415,994,94514,8.17,1679.652878,768,1
481497,995,100606,9.12,3661.335691,809,1
268085,996,112072,4.91,1116.030895,724,1
101720,997,113814,6.18,527.0030588,772,1
292515,998,119053,8.29,2022.890147,592,0
483501,999,119625,5.23,2134.9657,591,0
161385,1000,110374,8.16,1098.670162,646,0
466701,1001,101121,7.07,2757.350979,833,1
107663,1002,50339,3.2,308.4988406,754,1
478350,1003,71498,3.2,1370.398143,812,1
327705,1004,117811,6.89,1887.591808,751,1
309345,1005,93707,8.85,2282.836311,587,0
106516,1006,41017,8.31,738.3363958,653,0
166202,1007,84199,9.47,1312.089647,824,1
445709,1008,91233,3.14,1256.460068,729,1
244703,1009,89882,8.85,1805.772988,798,1
272899,1010,52963,6.68,1524.738153,800,1
332813,1011,84016,5.31,1489.858368,785,1
165066,1012,101522,8.35,1149.614432,840,1
481563,1013,84584,7.96,3198.315079,694,1
498761,1014,113706,6.13,2562.452544,788,1
121077,1015,48504,3.73,393.1958562,581,0
252272,1016,65659,6.77,1427.937348,798,1
140989,1017,113066,9.12,1072.001843,757,1
470722,1018,114467,7.08,2784.240711,719,1
210018,1019,109086,4.92,874.5969703,788,1
235866,1020,59124,9.21,1811.014617,772,1
147899,1021,73274,3.35,438.3332636,828,1
424050,1022,60959,6.24,2216.114976,829,1
424668,1023,107461,4.47,1617.95327,658,0
105544,1024,107163,5.37,477.2419008,617,0
184388,1025,69287,6.16,951.52718,665,0
373805,1026,107115,3.64,1186.947225,720,1
226421,1027,55796,7.29,1378.248838,784,1
359479,1028,53045,3.83,1192.393281,822,1
397368,1029,119873,3.78,1302.928378,674,0
114407,1030,92821,5.33,513.5044186,843,1
197634,1031,67684,7.54,1243.750706,689,1
297925,1032,45168,3.07,820.9624806,805,1
155553,1033,94312,3.99,534.5427764,675,0
429431,1034,108469,6.01,2163.082875,803,1
189205,1035,42551,4.53,729.0088189,688,1
258361,1036,68308,4.22,933.1433771,748,1
255695,1037,67288,4.29,937.2667837,708,1
268512,1038,64633,5.22,1181.075702,634,0
446232,1039,73034,6.69,2495.479501,708,1
487364,1040,66358,6.8,2769.495075,620,0
487102,1041,84938,9.25,3756.012668,674,0
284613,1042,118267,7.36,1748.616078,819,1
152371,1043,93237,7.82,994.0864241,848,1
379752,1044,87178,5.09,1630.423203,763,1
173490,1045,108727,6.43,933.1216726,746,1
476460,1046,107521,3.09,1316.232671,642,0
233360,1047,109894,8.34,1623.00291,583,0
100717,1048,53469,8.36,702.1477367,797,1
368563,1049,87927,5.49,1700.334721,677,0
101175,1050,85729,3.67,322.4890375,771,1
313860,1051,106230,8.56,2240.144058,629,0
224138,1052,61923,9.42,1759.954293,652,0
255918,1053,61841,8.61,1837.199424,696,1
153234,1054,47468,7.26,928.6757605,596,0
259840,1055,45127,4.81,1057.057377,714,1
280608,1056,90278,4.81,1141.4759,819,1
275465,1057,113026,6.44,1483.50863,770,1
367301,1058,104122,4.96,1537.747909,737,1
416057,1059,88545,4.15,1477.021435,604,0
199079,1060,83359,8.32,1381.192014,750,1
433804,1061,62564,8.6,3110.522003,636,0
124656,1062,88810,5.82,608.1501955,724,1
442247,1063,62264,6.89,2545.023853,808,1
305892,1064,57719,6.94,1772.912196,716,1
225738,1065,62184,6.22,1174.847949,595,0
488409,1066,88286,9.49,3863.372424,625,0
451582,1067,98366,8.96,3373.016961,711,1
119332,1068,72397,7.62,758.6373193,827,1
345023,1069,99616,9.45,2717.676229,693,1
150844,1070,50421,5.42,686.8418695,810,1
345137,1071,45201,4.04,1194.614162,612,0
238546,1072,74515,4.11,838.4816654,790,1
473234,1073,43058,5.62,2231.144523,679,0
219524,1074,71791,4.86,900.8048205,631,0
162666,1075,81030,5.36,732.6590636,627,0
334810,1076,109303,3.27,963.9252592,659,0
479335,1077,102468,8.57,3424.858124,846,1
280092,1078,91512,4.63,1097.975096,800,1
191253,1079,93673,7.17,1144.586253,699,1
187350,1080,113053,5.85,918.1385722,686,1
450980,1081,61423,7.02,2643.060207,842,0
277273,1082,115297,8.7,2011.040002,784,1
406170,1083,82639,7,2373.687541,798,1
105103,1084,117468,4.98,441.1307307,788,1
285127,1085,107925,5.91,1411.082376,826,1
484252,1086,97485,3.31,1406.349344,679,0
141692,1087,55793,6.68,790.646081,689,1
235488,1088,107271,8.16,1602.324269,666,0
394156,1089,102295,5.31,1758.494153,781,1
339776,1090,76050,3.48,1029.170061,699,1
351690,1091,82211,3.78,1144.855603,636,0
190255,1092,79107,5.83,928.9944954,752,1
149474,1093,42113,8.67,1080.362991,727,1
290069,1094,76260,3.39,858.66489,826,1
161788,1095,57358,6.41,866.7551143,622,0
259811,1096,116131,7.75,1679.394666,582,0
450222,1097,101972,8.23,3089.484872,811,1
399683,1098,62949,6.21,2075.533613,633,0
487988,1099,58791,5.5,2251.398419,825,1
372888,1100,63039,3.07,1015.047734,754,1
250602,1101,71981,4.88,1030.936087,721,1
443512,1102,107545,5.05,1884.872339,599,0
466846,1103,110861,6.7,2612.178632,643,0
185850,1104,119053,9.46,1465.369277,780,1
215734,1105,82230,9.08,1632.781169,659,0
278796,1106,85509,9.47,2200.533912,590,0
215438,1107,107406,8.43,1514.104474,849,1
479148,1108,60994,4.7,1901.67359,668,0
484608,1109,105457,6.58,2663.457448,644,0
338650,1110,64660,3.95,1144.537762,584,0
300945,1111,75700,7.57,1900.217622,801,1
426443,1112,48595,6.7,2385.857176,744,0
306603,1113,93522,8.98,2294.983968,588,0
183880,1114,107338,5.79,891.4025075,602,0
464385,1115,88042,7.74,2997.592468,720,1
389558,1116,81984,6.43,2092.759544,693,1
344131,1117,59715,6.24,1794.951772,705,1
272972,1118,73896,6.2,1414.807034,644,0
336530,1119,105112,3.11,923.1556744,674,0
147963,1120,60653,7.73,953.8465115,589,0
463256,1121,65789,5.33,2072.042836,796,1
340186,1122,87816,8.74,2478.40918,629,0
423145,1123,62996,5.09,1810.451635,835,1
449184,1124,81249,4.74,1795.648489,835,1
213553,1125,53192,9.49,1689.087633,654,0
487686,1126,100294,9.05,3678.744262,639,0
358235,1127,92248,3.46,1074.801033,636,0
211106,1128,102657,6.26,1104.389979,656,0
137111,1129,81399,7.06,807.7437539,597,0
488127,1130,86831,4.22,1749.7067,662,0
211981,1131,60569,7.37,1303.197583,594,0
253899,1132,44519,4.72,1010.544515,714,1
418369,1133,89559,4.21,1496.070848,701,1
380310,1134,79998,6.34,2014.421451,686,1
277637,1135,64866,6.42,1488.847222,711,1
178471,1136,43873,5.31,795.0073914,607,0
260773,1137,84850,3.83,855.1312537,670,0
165168,1138,65577,8.61,1185.427501,758,1
235832,1139,82200,6.53,1285.978318,717,1
351727,1140,68677,4.21,1257.174849,609,0
409687,1141,115185,7.61,2600.014465,598,0
327803,1142,61328,9.35,2554.49303,611,0
386574,1143,63795,5.68,1838.106871,654,0
320623,1144,103218,3.92,1073.089817,812,1
411458,1145,102976,8.93,3062.563209,838,1
309691,1146,104409,4.62,1207.076362,598,0
253513,1147,94070,5.17,1100.160529,585,0
313341,1148,96278,5.59,1466.713784,596,0
191769,1149,49034,6.54,1047.172605,680,0
476691,1150,113179,3.62,1484.491384,779,1
303267,1151,53317,6.32,1600.996159,654,0
130679,1152,116737,5.77,630.8603925,584,0
234963,1153,63328,3.59,726.1150652,692,1
107096,1154,65105,8.64,771.2869395,599,0
154404,1155,45055,6.09,785.8707797,688,1
175018,1156,115220,6.13,896.5304623,837,1
377276,1157,67810,7.45,2344.075118,810,1
249890,1158,83694,5.95,1243.084159,825,1
485873,1159,90480,3.85,1597.856212,757,1
332757,1160,100275,7.13,1979.182531,660,0
124106,1161,99531,9.07,938.1843425,833,1
225085,1162,101829,5.47,1031.239099,843,1
106852,1163,77099,4.71,423.8468964,758,1
225780,1164,112186,7.51,1413.998708,724,1
444054,1165,48200,7.54,2792.030748,631,0
269905,1166,61599,3.86,889.2198009,611,0
340357,1167,94462,7.67,2176.732828,700,1
445199,1168,86319,6.29,2338.797548,848,1
336168,1169,46641,5.74,1614.102747,793,1
419290,1170,53583,8.5,2970.74056,683,0
278139,1171,118628,7,1624.2668,724,1
480142,1172,93247,7.41,2967.059369,662,0
458559,1173,93108,7.92,3027.838234,657,0
249217,1174,68212,5.29,1104.950517,681,1
418090,1175,118139,4.23,1497.74494,678,0
188708,1176,108471,8.34,1311.901318,580,0
400008,1177,72816,8.21,2737.616897,647,0
205228,1178,81934,8.13,1390.908245,794,1
242833,1179,74913,6.12,1241.533089,604,0
297046,1180,59029,6.59,1633.827998,637,0
181665,1181,49659,3.08,490.0115456,685,1
114617,1182,49095,4.37,423.1579262,704,1
286210,1183,107530,4.5,1086.256211,843,1
498220,1184,50901,7.9,3281.334974,601,0
468866,1185,115957,3.85,1538.848919,616,0
168767,1186,97351,4.74,672.9018519,838,1
420916,1187,89750,6.7,2353.287039,814,1
134509,1188,44279,8.24,923.9006947,660,0
135880,1189,105585,6.47,733.846982,640,0
434288,1190,94977,6.74,2442.363939,808,1
490751,1191,113430,9.49,3881.349478,731,1
268355,1192,93399,4.88,1100.028901,709,1
429542,1193,61493,5.48,1970.16205,651,0
149420,1194,81727,7.82,974.1375689,766,1
324556,1195,114613,6.27,1699.159489,699,1
123167,1196,102719,6.82,700.7969898,800,1
308703,1197,59505,5.05,1307.703311,753,1
197750,1198,97820,5.64,932.8148897,754,1
334357,1199,118881,7.51,2093.69852,812,1
398023,1200,46240,3.69,1255.449827,689,1
220598,1201,54859,8.21,1509.677266,651,0
201824,1202,81248,4.81,815.6342732,749,1
188490,1203,46716,4.95,783.0559423,714,1
440523,1204,97973,5.13,1894.375524,756,1
298069,1205,72359,9.04,2245.718441,795,1
493637,1206,65477,3.16,1356.809045,654,0
335477,1207,69686,7.26,2031.035122,828,1
297064,1208,101419,5.92,1469.364568,800,1
178734,1209,108355,7.73,1151.834587,759,1
197130,1210,91705,6,988.0149873,627,0
365580,1211,105987,7.61,2319.48461,758,1
219749,1212,90830,5.94,1090.502585,620,0
305714,1213,55364,9.03,2300.756402,712,1
469997,1214,118051,5.02,1978.60979,623,0
380526,1215,57430,8.04,2550.288046,774,0
404931,1216,52479,5.79,1959.417586,581,0
128443,1217,78938,5.98,641.5875797,781,1
463898,1218,58425,4.43,1732.026824,636,0
274818,1219,90755,5.3,1219.443258,675,0
153951,1220,68438,7.78,998.4917536,728,1
322345,1221,94276,6.2,1668.536919,821,1
223777,1222,76904,3.11,605.5723409,747,1
225988,1223,50484,9.14,1721.435845,836,1
435403,1224,94335,6.49,2358.006023,599,0
157301,1225,55411,5.14,677.3777229,708,1
329431,1226,89662,9.15,2512.138127,614,0
429628,1227,63091,8.34,2986.523386,783,0
278363,1228,82347,4.09,963.5191279,793,1
429413,1229,45016,4.53,1636.990713,647,0
289785,1230,108174,7.89,1905.938043,748,1
158624,1231,49274,4.61,614.8619673,684,1
172028,1232,48639,8.7,1247.373166,672,0
370328,1233,112497,6.17,1907.524805,793,1
380260,1234,66354,5,1593.837423,646,0
277366,1235,65155,5.8,1344.088084,729,1
477211,1236,60681,5.65,2253.651763,583,0
115859,1237,45779,4.74,461.1586738,682,1
455189,1238,102545,7.54,2861.331266,728,1
149016,1239,45898,3.88,490.8111806,810,1
341630,1240,89413,4.06,1173.655789,738,1
300773,1241,71968,7.66,1920.648853,764,1
208064,1242,62686,8.65,1499.995071,761,1
470962,1243,118575,9.04,3548.228906,659,0
451174,1244,115819,3.53,1362.472173,707,1
218647,1245,71010,6.18,1127.914981,750,1
250860,1246,54101,7.43,1553.951511,748,1
124389,1247,40658,4.81,502.0145861,665,0
141423,1248,63383,6.38,752.9052857,816,1
269587,1249,96061,5.59,1259.621616,820,1
331626,1250,90996,6.67,1845.09474,592,0
222156,1251,101154,8.22,1522.066109,776,1
300736,1252,111614,5.68,1427.346641,619,0
477316,1253,46077,4.47,1795.015744,766,1
228637,1254,113293,6.69,1275.848171,696,1
276353,1255,81643,8.79,2024.498761,809,1
191255,1256,63083,4.44,714.5539494,812,1
445811,1257,55275,5.77,2148.778884,609,0
461387,1258,100267,6.71,2582.242595,715,1
213673,1259,76328,7.6,1353.740452,684,1
217769,1260,42597,9.42,1709.576611,706,1
199880,1261,44479,3.5,598.1839324,586,0
369605,1262,83135,3.7,1163.518899,678,0
380210,1263,119905,8.47,2684.021129,605,0
322536,1264,79190,4.69,1269.74942,667,0
322025,1265,85318,6.37,1711.528517,779,1
298565,1266,74483,4.94,1235.903698,583,0
229470,1267,101347,7.33,1402.304349,616,0
143551,1268,64937,7.21,862.9359463,844,1
297377,1269,77577,6.96,1725.907992,771,1
443749,1270,105194,3.95,1483.516202,777,1
175746,1271,40628,6.71,983.5350139,692,1
168200,1272,52024,3.69,527.8420059,826,1
232273,1273,64190,6.19,1199.858043,596,0
372519,1274,85073,5.52,1718.551713,751,1
337019,1275,95079,3.38,976.317451,794,1
202602,1276,103801,3.84,659.5141866,810,1
191044,1277,77721,3.69,599.3430068,759,1
325152,1278,63093,5.66,1537.392455,620,0
104406,1279,112265,6.82,593.7964721,580,0
202325,1280,83689,3.26,567.2547061,806,1
388629,1281,46653,7.8,2526.716711,735,0
446021,1282,62763,4.27,1603.978594,638,0
291140,1283,82509,8.71,2113.38852,591,0
169678,1284,109930,9.03,1276.91122,648,0
367426,1285,106452,6.08,1864.44437,840,1
445610,1286,116076,7.24,2689.689088,822,1
430327,1287,92057,8.91,3195.412264,827,1
363109,1288,111315,5.69,1725.640063,642,0
489328,1289,77590,7.17,2925.087662,787,1
137000,1290,61198,7.15,816.6752492,757,1
450951,1291,86795,6.4,2407.579634,790,1
388850,1292,68820,7.5,2431.088366,712,1
111813,1293,112847,8.85,824.6825495,773,1
142131,1294,101949,8.39,993.8533113,699,1
268709,1295,111814,3.61,825.2395026,584,0
232524,1296,108805,3.25,649.2555519,595,0
283393,1297,105434,9.32,2201.115513,707,1
468284,1298,50289,4.05,1600.640376,818,1
238597,1299,116843,7.05,1402.452741,817,1
491416,1300,43965,3.41,1432.244857,638,0
223533,1301,59738,6.7,1248.951817,738,1
206005,1302,112502,3.66,640.4628889,664,0
251333,1303,98864,4.71,992.5073414,838,1
279783,1304,67768,6.37,1486.674052,644,0
356196,1305,105396,5.36,1595.763278,621,0
275600,1306,90170,3.67,858.794526,756,1
387685,1307,95720,9.01,2911.033429,733,1
253809,1308,60305,3.04,667.3668707,593,0
306627,1309,56431,8.11,2072.594649,804,1
431075,1310,58392,6.46,2322.669146,594,0
262728,1311,111146,9.38,2053.732944,845,1
190196,1312,75935,5.45,866.0745982,758,1
399657,1313,59338,5.67,1892.260793,833,1
355170,1314,59977,4.94,1468.76226,694,1
345768,1315,99213,5.52,1594.348372,658,0
413004,1316,44978,3.91,1364.57525,669,0
294390,1317,66179,4.13,1024.291343,642,0
432175,1318,90585,6.77,2439.656601,682,1
157428,1319,103093,7.71,1011.69185,731,1
348203,1320,107775,5.52,1605.488868,732,1
360987,1321,64543,4.67,1413.194686,606,0
349197,1322,95336,3.56,1057.004605,801,1
262972,1323,55968,6.74,1477.920408,688,1
224373,1324,100525,9,1682.882536,750,1
354145,1325,75836,8.58,2532.338013,728,1
291286,1326,46933,5.55,1350.170164,752,1
147548,1327,49807,5.99,737.5062524,748,1
294813,1328,115336,6.7,1647.052029,628,0
439275,1329,77908,4.38,1616.106622,613,0
221364,1330,58378,4.71,873.6250021,690,1
377093,1331,58395,4.76,1503.542138,828,1
280446,1332,53709,3.74,888.1284928,713,1
396777,1333,48091,6.84,2262.788211,733,0
451303,1334,64980,4.79,1810.359561,706,1
335991,1335,49058,5.79,1623.785646,750,1
368617,1336,113724,4.27,1323.161432,762,1
405782,1337,111401,5.75,1947.636933,660,0
374940,1338,101923,4.37,1376.032033,784,1
299046,1339,54929,5.89,1469.906632,778,1
446408,1340,74174,8.79,3270.123648,613,0
401302,1341,54684,9.37,3133.5923,682,0
245075,180,111302,6.56,2142.95829,639,0
475349,120,115708,7.48,5637.516079,791,0
342584,360,68245,4.36,1707.441794,834,1
411610,120,110788,7.28,4838.751245,688,0
186647,120,112211,4.26,1912.859352,829,1
455176,360,109369,4.7,2360.714835,752,1
284224,360,60535,8.79,2244.116146,757,1
396656,180,71926,3.09,2756.435474,785,1
418479,180,40585,8.97,4237.027564,611,0
194010,120,99129,5.26,2082.521257,804,1
120056,360,58059,8.02,882.6028394,784,1
364960,180,69211,5.98,3075.797799,757,0
478810,180,72208,9.18,4907.81347,751,0
273992,360,99536,6.61,1751.684182,628,0
460905,360,55732,6.63,2952.749176,680,0
278159,180,111605,8.77,2783.342663,695,1
286999,180,75372,3.04,1987.488309,732,1
227419,120,74720,6.01,2525.959351,626,0
425002,360,54514,3.64,1941.817056,603,0
303785,361,97398,6.48,1914.405846,847,1
109747,362,60722,3.29,478.4827869,639,0
341744,363,80583,6.09,2062.749715,790,1
358562,364,118443,3.12,1524.829433,775,1
145767,365,61494,4.39,724.2714822,820,1
372504,366,73607,7.16,2506.735466,672,0
382408,367,53067,4.33,1881.539738,734,1
223630,368,111666,7.6,1570.11296,729,1
146351,369,107106,8.23,1091.350583,759,1
411984,370,46861,9.05,3312.563363,793,0
420602,371,56766,6.64,2672.312876,758,0
426867,372,82560,4.21,2056.46887,769,1
224228,373,104424,9.29,1839.519234,762,1
294485,374,103995,7.51,2040.897171,657,0
257322,375,88247,3.57,1139.616011,786,1
428079,376,85264,9.45,3557.428269,603,0
464090,377,50015,4.88,2408.89921,582,0
116710,378,84123,9.27,953.5933046,662,0
177250,379,107484,7.51,1224.374254,740,1
426980,380,74949,6.82,2745.322086,817,1
440775,381,73271,7.41,3010.175335,770,1
418205,382,103377,5.87,2421.08924,789,1
303179,383,56768,5.76,1731.983154,810,1
267240,384,89637,5.01,1398.021445,620,0
269246,385,68314,8.24,1991.719245,760,1
120240,386,89463,8.74,932.3792893,848,1
483906,387,93260,5.79,2763.916066,612,0
215654,388,82785,7.52,1482.771629,769,1
175429,389,113655,6.66,1101.563739,712,1
245073,390,65506,8.77,1902.226805,784,1
127987,391,81585,7.79,902.7590814,600,0
298484,392,99794,7.09,1958.046671,727,1
450624,393,83495,8.23,3316.533211,611,0
462744,394,86293,5.08,2416.373389,717,1
398284,395,117691,9.47,3290.629479,776,1
487536,396,69519,8.94,3835.034191,650,0
162185,397,42256,3.2,662.7308067,647,0
394663,398,85516,7.83,2784.370248,779,1
194132,399,105170,5.97,1120.49682,766,1
380184,400,81917,6.92,2436.683385,621,0
216498,401,83761,4.04,984.7289639,845,1
155703,402,49645,3.89,693.5565005,646,0
121506,403,110148,8.33,898.7783079,805,1
198947,404,108188,3.69,860.7519723,766,1
456857,405,90910,7.43,3081.693995,807,1
379126,406,70917,6.21,2237.126779,686,1
475321,407,44348,7.37,3182.601758,730,0
323565,408,73561,8.57,2444.854565,628,0
197679,409,47128,9.15,1577.904308,735,1
164261,410,64795,8.5,1231.700197,799,1
127732,411,83196,3.21,512.692651,793,1
422025,412,108358,9.2,3380.894021,692,1
236635,413,65419,5.95,1348.133028,639,0
453189,414,86370,5.67,2495.867766,700,1
168376,415,74391,4.68,819.6247215,760,1
208056,416,46230,9.21,1666.072258,673,0
230770,417,57023,6.03,1323.260444,748,1
185208,418,117364,5.77,1029.113256,763,1
125280,419,101973,4.83,619.321243,838,1
384037,420,114785,3.49,1584.964676,604,0
459234,421,95409,8.98,3592.278872,814,1
244309,422,73268,5.49,1308.329352,597,0
180797,423,97178,6.18,1050.732045,580,0
426434,424,96357,6.73,2637.854685,789,1
296692,425,70978,6,1685.878406,659,0
200925,426,108830,4.42,935.4211565,619,0
135175,427,84073,8.71,1028.009948,731,1
331580,428,94748,6.96,2099.853529,785,1
362662,429,51988,3.82,1551.230588,681,1
238964,430,56461,4.65,1142.576591,615,0
314075,431,115305,4.42,1455.202793,802,1
270680,432,87436,9.48,2212.246964,712,1
122704,433,63599,7.72,841.7912449,722,1
247037,434,80740,6.19,1427.323,620,0
236799,435,114122,6.39,1399.876265,689,1
383943,436,104999,5.54,2047.342252,708,1
340244,437,67867,5.67,1842.495101,656,0
275594,438,86625,6.76,1697.466826,816,1
410948,439,89336,4.49,1907.900388,681,1
483289,440,106334,4.72,2311.924602,687,1
417728,441,102366,5.77,2283.992671,738,1
338511,442,78328,5.91,1881.690017,624,0
151869,443,53452,5.42,793.7543919,832,1
203391,444,98296,6.66,1234.571576,844,1
424108,445,52407,6.19,2434.313691,686,0
111819,446,50142,8.8,852.7845523,822,1
266049,447,49965,5.43,1388.398324,589,0
400317,448,69350,3.26,1546.071836,850,1
424305,449,58900,8.28,3067.643188,584,0
274786,450,93591,6.27,1587.936542,644,0
455512,451,63457,7.58,3055.885149,700,0
317418,452,103512,3.02,1176.604648,659,0
113190,453,100707,5.58,599.6494013,651,0
230468,454,115623,9.03,1793.928188,787,1
223660,455,53135,8.31,1618.915633,746,1
